,Empid,projectName,projectType,Tech_stack,startDate,endDate,role,Status
1315,Emp_328,PixelPulse,Booking System,"['Accessibility', 'Ruby', 'Swift', 'Artificial Intelligence']",1974-03-01,2024-04-17,DevOps Engineer,Approved
1316,Emp_329,AgileWare,Asset Management System,"['Kotlin', 'Java', 'AWS', 'Data Visualization']",1971-07-02,2024-04-16,Cloud Solutions Architect,Approved
1317,Emp_329,ByteBlitz Document Manager,Social Networking Platform,"['Communication', 'Objective-C', 'NoSQL', 'PHP']",1977-10-14,2024-04-30,Quality Assurance Engineer,Approved
1318,Emp_329,QuickTech Remote Support,Customer Relationship Management,"['Continuous Integration', 'JavaScript', 'Cryptography', 'Data Analysis']",1995-08-28,2024-04-08,Network Engineer,Approved
1319,Emp_329,PixelPulse,Retail Management System,"['UI/UX Design', 'Prototyping', 'Agile Methodologies', 'Cybersecurity']",1997-03-31,2024-04-08,UI/UX Designer,Approved
1320,Emp_330,ByteForge,Task Management Tool,"['Continuous Integration', 'Responsive Design', 'Wireframing', 'User Stories']",1972-10-16,2024-04-28,DevOps Engineer,Approved
1321,Emp_330,DataSync,Customer Relationship Management,"['Git', 'GraphQL', 'Leadership', 'Containerization']",2020-11-18,2024-04-16,DevOps Engineer,Approved
1322,Emp_330,TechNova Backup Solution,Warehouse Management System,"['Kubernetes', 'PostgreSQL', 'User Research', 'HTML']",2023-12-21,2024-04-10,DevOps Engineer,Approved
1323,Emp_330,SwiftShift Time Tracker,Retail Management System,"['HTML', 'Accessibility', 'Vue.js', 'Business Analysis']",2014-02-19,2024-04-25,Network Engineer,Approved
1324,Emp_331,CyberLink,Desktop Software,"['Data Analysis', 'MySQL', 'Swift', 'Kubernetes']",2008-06-01,2024-04-29,Product Manager,Approved
1325,Emp_331,TechSprint,Email Client,"['Continuous Integration', 'Cybersecurity', 'User Research', 'Accessibility']",2010-10-29,2024-04-14,Developer,Approved
1326,Emp_331,DataCraft,Supply Chain Management Software,"['.NET', 'HTML', 'Microservices', 'Interaction Design']",1986-09-01,2024-05-03,Database Administrator,Approved
1327,Emp_331,ByteForge,Time Tracking Tool,"['DevOps', 'Accessibility', 'Ruby', 'Continuous Deployment']",2017-07-02,2024-04-08,Project Manager,Approved
1328,Emp_332,PixelPlex Crypto Trader,Ticketing System,"['Data Visualization', 'Support', 'Scrum', '.NET']",2014-06-05,2024-04-19,Performance Engineer,Approved
1329,Emp_332,TechSpark,Content Delivery Network,"['Requirements Analysis', 'Git', 'Technical Writing', 'Interaction Design']",2016-11-02,2024-04-14,Database Administrator,Approved
1330,Emp_332,ByteForge,Asset Management System,"['Prototyping', 'Communication', 'User Stories', 'Flask']",2004-10-08,2024-04-16,Configuration Manager,Approved
1331,Emp_332,BlueFinity Evoke,Budget Planner,"['Containerization', 'Troubleshooting', 'Kotlin', 'Leadership']",2013-03-14,2024-04-27,Designer,Approved
1332,Emp_333,PixelPlex Crypto Trader,Online Marketplace,"['Test-Driven Development', 'MySQL', 'RESTful API', 'Statistical Analysis']",1998-04-23,2024-05-03,Business Analyst,Approved
1333,Emp_333,DataWave,Chatbot,"['GraphQL', 'User Research', 'Objective-C', 'Information Security']",1971-05-11,2024-04-27,Data Scientist,Approved
1334,Emp_333,NexGen Mobile Scheduler,Asset Management System,"['Kubernetes', 'Git', 'Responsive Design', 'NoSQL']",2010-06-04,2024-04-10,Business Analyst,Approved
1335,Emp_333,TechSprint,Dashboard Creator,"['Interaction Design', 'Data Analysis', 'Machine Learning', 'Flask']",1981-09-23,2024-05-03,Database Administrator,Approved
1336,Emp_334,CyberTech,Budget Planner,"['Microservices', 'Objective-C', 'Cryptography', 'Kubernetes']",1978-11-16,2024-04-22,Automation Tester,Approved
1337,Emp_334,QuickTech Remote Support,Task Management Tool,"['Ruby', 'Communication', 'Technical Writing', 'Collaboration']",2009-01-22,2024-04-23,DevOps Engineer,Approved
1338,Emp_334,ByteBoost,Mobile App,"['MongoDB', 'Microservices', 'UI/UX Design', '.NET']",2010-10-18,2024-04-18,Performance Engineer,Approved
1339,Emp_334,PixelPulse,Budget Planner,"['Penetration Testing', 'Leadership', 'Objective-C', 'Data Analysis']",1982-04-15,2024-05-04,Technical Writer,Approved
1340,Emp_335,ByteBlitz Document Manager,Online Marketplace,"['MongoDB', 'Penetration Testing', 'Problem Solving', 'Git']",2018-05-18,2024-04-10,Automation Tester,Approved
1341,Emp_335,CyberTech,Document Management System,"['Documentation', 'Wireframing', 'Docker', 'Communication']",1971-02-02,2024-04-27,Data Scientist,Approved
1342,Emp_335,PixelPlex Crypto Trader,Educational Software,"['Troubleshooting', 'Python', 'Accessibility', 'MySQL']",1996-03-24,2024-05-04,Machine Learning Engineer,Approved
1343,Emp_335,Streamline Solutions CRM,Inventory Control System,"['DevOps', 'Swift', 'GraphQL', 'Docker']",1971-09-13,2024-04-24,Developer,Approved
1344,Emp_336,PixelPlex Crypto Trader,CRM System,"['C#', 'Vue.js', 'Behavior-Driven Development', 'MongoDB']",1974-05-31,2024-05-05,Technical Writer,Approved
1345,Emp_336,AgileWare,Data Visualization Tool,"['Information Security', 'Documentation', 'Problem Solving', 'Collaboration']",2023-09-26,2024-04-10,Configuration Manager,Approved
1346,Emp_336,ByteBlitz Document Manager,Time Tracking Tool,"['Agile Methodologies', 'Java', 'Flask', 'JavaScript']",2012-08-29,2024-04-29,Database Administrator,Approved
1347,Emp_336,CatalystCommerce,Sales Forecasting Software,"['Azure', 'Behavior-Driven Development', 'CI/CD', 'Continuous Integration']",2007-03-11,2024-05-03,Quality Assurance Engineer,Approved
1348,Emp_337,PixelPulse,Event Management Software,"['Statistical Analysis', 'Python', 'PHP', 'Microservices']",1977-03-14,2024-04-21,Machine Learning Engineer,Approved
1349,Emp_337,QuickTech Remote Support,Task Management Tool,"['Technical Writing', 'Git', 'Collaboration', 'Agile Product Management']",2017-11-21,2024-04-26,Artificial Intelligence Engineer,Approved
1350,Emp_337,CyberCode Online Store,Healthcare Management System,"['UI/UX Design', 'Python', 'PostgreSQL', 'Data Science']",1974-05-21,2024-04-20,Database Administrator,Approved
1351,Emp_337,DataSync,Budget Planner,"['Leadership', 'Kotlin', '.NET', 'Artificial Intelligence']",2009-07-07,2024-04-25,Technical Architect,Approved
1352,Emp_338,ByteBlitz Document Manager,E-commerce Platform,"['Technical Writing', 'SQL', 'CSS', 'Interaction Design']",2019-11-24,2024-04-28,Database Administrator,Approved
1353,Emp_338,PixelPlex Crypto Trader,Customer Relationship Management,"['Django', 'Network Security', 'NoSQL', 'Flask']",1986-06-18,2024-05-04,Network Engineer,Approved
1354,Emp_338,Streamline Solutions CRM,Content Management System,"['DevOps', 'Containerization', 'User Stories', 'Azure']",1981-07-09,2024-04-12,Configuration Manager,Approved
1355,Emp_338,SwiftWave,Dashboard Creator,"['Agile Methodologies', 'PostgreSQL', 'JavaScript', 'Network Security']",1987-08-12,2024-04-14,UI/UX Designer,Approved
1356,Emp_339,DataSync,Social Networking Platform,"['Agile Product Management', 'Vue.js', 'Continuous Integration', 'CSS']",1999-09-19,2024-04-29,Designer,Approved
1357,Emp_339,CyberTech,Inventory Control System,"['Azure', 'Data Analysis', 'Artificial Intelligence', 'Responsive Design']",1982-02-24,2024-04-10,DevOps Engineer,Approved
1358,Emp_339,SwiftWave,Backup Solution,"['Kotlin', 'Statistical Analysis', 'Node.js', 'Kubernetes']",1980-12-01,2024-05-03,Configuration Manager,Approved
1359,Emp_339,TechTrek Data Analyzer,Project Management Software,"['PostgreSQL', 'React', 'Documentation', 'Cybersecurity']",2008-02-26,2024-04-14,Database Administrator,Approved
1360,Emp_340,CatalystCommerce,Inventory Management System,"['Data Visualization', 'Agile Methodologies', 'Support', 'Technical Writing']",2009-04-20,2024-04-19,Data Scientist,Approved
1361,Emp_340,CodeCraft Web Builder,Asset Management System,"['Continuous Integration', 'MySQL', 'Machine Learning', 'Docker']",2005-09-25,2024-04-08,Developer,Approved
1362,Emp_340,MetaMind Chatbot Builder,Budget Planner,"['Interaction Design', 'Penetration Testing', 'Python', 'User Stories']",2012-01-12,2024-05-04,Technical Writer,Approved
1363,Emp_340,InnovaTech,Online Marketplace,"['Docker', 'Accessibility', 'Microservices', 'Machine Learning']",1982-02-25,2024-05-02,Configuration Manager,Approved
1364,Emp_341,InnovateSoft Budget Planner,Booking System,"['PHP', 'Kubernetes', 'User Stories', 'Penetration Testing']",1989-07-05,2024-04-10,DevOps Engineer,Approved
1365,Emp_341,InnovaTech,Virtual Assistant,"['Cybersecurity', 'Swift', 'Problem Solving', 'CSS']",1980-11-05,2024-04-16,Technical Architect,Approved
1366,Emp_341,DataForge Dashboard Creator,Crypto Trader,"['GraphQL', 'Data Science', 'Kotlin', 'Problem Solving']",2002-01-04,2024-04-21,Release Manager,Approved
1367,Emp_341,FusionSoft Email Client,Help Desk Software,"['Continuous Deployment', 'Containerization', 'Java', 'Azure']",1982-03-06,2024-04-20,IT Support Specialist,Approved
1368,Emp_342,ByteForge,Social Networking Platform,"['User Research', 'Technical Writing', 'Behavior-Driven Development', 'Python']",1988-12-03,2024-04-24,Performance Engineer,Approved
1369,Emp_342,CodeCraft Web Builder,Survey Software,"['GraphQL', 'Kotlin', 'Support', 'MySQL']",2009-08-11,2024-04-09,Network Engineer,Approved
1370,Emp_342,LogicLane Project Tracker,Accounting Software,"['Responsive Design', 'C#', 'NoSQL', 'User Research']",2000-02-10,2024-04-28,UI/UX Designer,Approved
1371,Emp_342,CyberCode Online Store,Healthcare Management System,"['Continuous Integration', 'Swift', 'GraphQL', 'NoSQL']",2002-09-29,2024-04-20,Business Analyst,Approved
1372,Emp_343,CodeCraft Web Builder,Task Management Tool,"['Kotlin', 'User Research', 'Artificial Intelligence', 'Interaction Design']",1990-02-09,2024-05-02,Developer,Approved
1373,Emp_343,PixelPulse,POS System,"['Communication', 'UI/UX Design', 'Requirements Analysis', 'Support']",1996-05-13,2024-04-23,Data Scientist,Approved
1374,Emp_343,FusionSoft Email Client,Chatbot,"['Continuous Deployment', 'Behavior-Driven Development', 'Swift', 'Wireframing']",2020-12-26,2024-04-24,DevOps Engineer,Approved
1375,Emp_343,ByteForge,Crypto Trader,"['Ruby', 'Test-Driven Development', 'CI/CD', 'MongoDB']",2023-04-21,2024-04-18,Product Manager,Approved
1376,Emp_344,TechSpark,Content Delivery Network,"['Accessibility', 'Statistical Analysis', 'HTML', 'Angular']",1994-03-05,2024-04-16,Project Manager,Approved
1377,Emp_344,SwiftCode,Customer Relationship Management,"['JavaScript', 'CSS', 'Statistical Analysis', 'Data Analysis']",2007-06-09,2024-04-14,Technical Writer,Approved
1378,Emp_344,InnovatePro,Data Visualization Tool,"['GraphQL', 'MongoDB', 'Machine Learning', 'DevOps']",1978-12-16,2024-04-28,UI/UX Designer,Approved
1379,Emp_344,Streamline Solutions CRM,Data Visualization Tool,"['CSS', 'RESTful API', 'MySQL', 'Data Visualization']",1991-10-21,2024-04-13,Performance Engineer,Approved
1380,Emp_345,ByteBlitz Document Manager,Ticketing System,"['Agile Product Management', 'Problem Solving', 'Azure', 'Network Security']",1978-11-17,2024-04-09,Configuration Manager,Approved
1381,Emp_345,CodeCraft Web Builder,Healthcare Management System,"['Angular', 'Test-Driven Development', 'Product Management', 'Scrum']",1982-01-22,2024-04-30,Product Manager,Approved
1382,Emp_345,Streamline Solutions CRM,Ticketing System,"['Microservices', 'MySQL', 'NoSQL', 'Behavior-Driven Development']",2001-05-07,2024-04-19,Designer,Approved
1383,Emp_345,TechNova Backup Solution,Educational Software,"['CSS', 'Cybersecurity', 'Swift', 'Information Security']",2023-09-01,2024-04-11,Cloud Solutions Architect,Approved
1384,Emp_346,QuickTech Remote Support,Document Management System,"['Git', 'AWS', 'MongoDB', 'Business Analysis']",1992-10-05,2024-04-08,Performance Engineer,Approved
1385,Emp_346,ByteForge,Backup Solution,"['.NET', 'User Stories', 'Python', 'User Research']",1984-11-03,2024-05-03,Configuration Manager,Approved
1386,Emp_346,SilverLinx POS System,Human Resource Management System,"['Business Analysis', 'Leadership', 'Microservices', 'DevOps']",1972-05-04,2024-04-28,Artificial Intelligence Engineer,Approved
1387,Emp_346,Streamline Solutions CRM,Social Networking Platform,"['Data Science', 'Agile Methodologies', 'Artificial Intelligence', 'Node.js']",1985-05-23,2024-04-14,Cloud Solutions Architect,Approved
1388,Emp_347,DataBridge,Healthcare Management System,"['Statistical Analysis', 'Ruby', 'CSS', 'Network Security']",1996-01-30,2024-04-16,Database Administrator,Approved
1389,Emp_347,CodeCraft,Social Networking Platform,"['NoSQL', 'Ruby', 'RESTful API', 'PHP']",2001-11-05,2024-05-02,Developer,Approved
1390,Emp_347,ByteBlitz Document Manager,Survey Software,"['Leadership', 'Responsive Design', 'Technical Writing', 'Django']",2005-01-01,2024-04-17,Project Manager,Approved
1391,Emp_347,AgileFlow,Workflow Management Software,"['Machine Learning', 'Support', 'Behavior-Driven Development', 'Agile Methodologies']",2005-03-31,2024-04-25,Performance Engineer,Approved
1392,Emp_348,ByteBoost,Project Management Software,"['Swift', 'Machine Learning', 'Test-Driven Development', 'NoSQL']",2022-06-01,2024-04-21,UI/UX Designer,Approved
1393,Emp_348,Streamline Solutions CRM,Ticketing System,"['Cybersecurity', 'Containerization', 'HTML', 'Django']",2013-11-09,2024-05-02,Configuration Manager,Approved
1394,Emp_348,InnovaTech,Supply Chain Management Software,"['Problem Solving', 'Azure', 'Troubleshooting', 'Docker']",1981-10-17,2024-05-04,Machine Learning Engineer,Approved
1395,Emp_348,PixelWorks,Educational Software,"['Requirements Analysis', 'Behavior-Driven Development', 'Documentation', 'Kotlin']",2022-10-03,2024-04-12,Technical Writer,Approved
1396,Emp_349,VortexVision Virtual Assistant,Virtual Assistant,"['Technical Writing', 'Continuous Integration', 'AWS', 'Scrum']",1983-10-20,2024-05-05,IT Support Specialist,Approved
1397,Emp_349,TechSpark,Backup Solution,"['SQL', 'Git', 'Vue.js', 'GraphQL']",2020-05-15,2024-05-03,Business Analyst,Approved
1398,Emp_349,DataCraft,Educational Software,"['Vue.js', 'Troubleshooting', 'JavaScript', 'CI/CD']",1979-02-04,2024-04-24,Network Engineer,Approved
1399,Emp_349,SwiftShift Time Tracker,Crypto Trader,"['Data Science', 'Prototyping', 'Requirements Analysis', 'Objective-C']",1999-08-05,2024-05-05,Machine Learning Engineer,Approved
1400,Emp_350,BlueFinity Evoke,Content Delivery Network,"['NoSQL', 'DevOps', 'Swift', 'Java']",1989-05-26,2024-05-05,DevOps Engineer,Approved
1401,Emp_350,CodeCraft,Ticketing System,"['Penetration Testing', 'Communication', 'Containerization', 'Requirements Analysis']",2011-07-15,2024-04-29,Cybersecurity Specialist,Approved
1402,Emp_350,DataForge Dashboard Creator,Educational Software,"['Penetration Testing', 'Data Visualization', 'React', 'Information Security']",2002-09-04,2024-04-18,Automation Tester,Approved
1403,Emp_350,PixelPlex Crypto Trader,Fleet Management System,"['MongoDB', 'Cybersecurity', 'Django', 'Kotlin']",1991-03-13,2024-05-01,Configuration Manager,Approved
1404,Emp_351,LogicLane Project Tracker,Remote Support Tool,"['CI/CD', 'CSS', 'User Stories', 'Test-Driven Development']",2011-02-06,2024-04-07,Artificial Intelligence Engineer,Approved
1405,Emp_351,TechSprint,Appointment Scheduling Software,"['Leadership', 'Technical Writing', 'Vue.js', 'Product Management']",2022-05-18,2024-04-15,UI/UX Designer,Approved
1406,Emp_351,ByteBlitz Document Manager,Crypto Trader,"['HTML', 'UI/UX Design', 'Communication', 'Technical Writing']",1986-10-18,2024-04-16,Data Scientist,Approved
1407,Emp_351,EchoTech Task Manager,Payment Gateway,"['React', 'Python', 'Product Management', 'Data Science']",2005-07-20,2024-05-04,Artificial Intelligence Engineer,Approved
1408,Emp_352,DataBridge,Customer Service Software,"['React', 'User Research', 'MongoDB', 'Cybersecurity']",2003-08-31,2024-04-18,Database Administrator,Approved
1409,Emp_352,SwiftWave,Customer Relationship Management,"['Information Security', 'Data Analysis', 'Troubleshooting', 'UI/UX Design']",1981-04-12,2024-04-19,Release Manager,Approved
1410,Emp_352,DataSync,Customer Service Software,"['Agile Product Management', 'Requirements Analysis', 'Microservices', 'Wireframing']",1981-11-29,2024-04-23,Technical Writer,Approved
1411,Emp_352,PixelPlex Crypto Trader,Retail Management System,"['PHP', 'Wireframing', 'Data Science', 'Responsive Design']",2012-12-21,2024-05-03,Business Analyst,Approved
1412,Emp_353,AgileWare,Fleet Management System,"['Azure', 'Documentation', 'Statistical Analysis', 'Django']",2022-08-11,2024-05-01,IT Support Specialist,Approved
1413,Emp_353,MetaMind Chatbot Builder,Project Management Software,"['Communication', 'Information Security', 'C#', 'DevOps']",2009-02-09,2024-04-08,Network Engineer,Approved
1414,Emp_353,PixelPlex Crypto Trader,Backup Solution,"['Prototyping', 'Information Security', 'Node.js', 'Continuous Deployment']",1974-10-09,2024-04-23,Project Manager,Approved
1415,Emp_353,SwiftShift Time Tracker,Healthcare Management System,"['UI/UX Design', 'SQL', 'User Stories', 'Containerization']",1998-03-10,2024-04-14,Configuration Manager,Approved
1416,Emp_354,ByteBlitz Document Manager,Email Client,"['Problem Solving', 'Penetration Testing', 'Accessibility', 'Responsive Design']",1998-12-06,2024-05-01,Performance Engineer,Approved
1417,Emp_354,SwiftShift Time Tracker,Chatbot,"['Continuous Deployment', 'Swift', 'Penetration Testing', 'AWS']",2018-06-20,2024-05-03,UI/UX Designer,Approved
1418,Emp_354,SwiftCode,E-commerce Platform,"['Support', 'Technical Writing', 'GraphQL', 'Cybersecurity']",1992-06-23,2024-04-27,Technical Writer,Approved
1419,Emp_354,TechSprint,Remote Support Tool,"['MongoDB', 'CSS', 'Machine Learning', 'MySQL']",1988-05-31,2024-04-24,Cloud Solutions Architect,Approved
